Country Name,Year,Fertility_Rate
Jamaica,2008,2.387
Jamaica,2009,2.36
Jamaica,2010,2.334
Japan,2000,1.359
Japan,2001,1.33
Japan,2002,1.32
Japan,2003,1.29
Japan,2004,1.29
Japan,2005,1.26
Japan,2006,1.32
Japan,2007,1.34
Japan,2008,1.37
Japan,2009,1.37
Japan,2010,1.39
Jordan,2000,4.053
Jordan,2001,3.966
Jordan,2002,3.893
Jordan,2003,3.832
Jordan,2004,3.78
Jordan,2005,3.734
Jordan,2006,3.689
Jordan,2007,3.641
Jordan,2008,3.5860000000000003
Jordan,2009,3.526
Jordan,2010,3.458
Kazakhstan,2000,1.8
Kazakhstan,2001,1.9
Kazakhstan,2002,2.0
Kazakhstan,2003,2.03
Kazakhstan,2004,2.21
Kazakhstan,2005,2.22
Kazakhstan,2006,2.36
Kazakhstan,2007,2.5
Kazakhstan,2008,2.7
Kazakhstan,2009,2.6
Kazakhstan,2010,2.59
Kenya,2000,5.012
Kenya,2001,5.001
Kenya,2002,4.99
Kenya,2003,4.976
Kenya,2004,4.955
Kenya,2005,4.923
Kenya,2006,4.879
Kenya,2007,4.824
Kenya,2008,4.761
Kenya,2009,4.691
Kenya,2010,4.6160000000000005
Kiribati,2000,3.881
Kiribati,2001,3.754
Kiribati,2002,3.631
Kiribati,2003,3.516
Kiribati,2004,3.4130000000000003
Kiribati,2005,3.324
Kiribati,2006,3.249
Kiribati,2007,3.1860000000000004
Kiribati,2008,3.133
Kiribati,2009,3.087
Kiribati,2010,3.048
"Korea, Dem. Rep.",2000,1.991
"Korea, Dem. Rep.",2001,1.992
"Korea, Dem. Rep.",2002,1.996
"Korea, Dem. Rep.",2003,2.0
"Korea, Dem. Rep.",2004,2.004
"Korea, Dem. Rep.",2005,2.005
"Korea, Dem. Rep.",2006,2.006
"Korea, Dem. Rep.",2007,2.005
"Korea, Dem. Rep.",2008,2.005
"Korea, Dem. Rep.",2009,2.004
"Korea, Dem. Rep.",2010,2.003
"Korea, Rep.",2000,1.47
"Korea, Rep.",2001,1.3
"Korea, Rep.",2002,1.17
"Korea, Rep.",2003,1.19
"Korea, Rep.",2004,1.16
"Korea, Rep.",2005,1.0759999999999998
"Korea, Rep.",2006,1.123
"Korea, Rep.",2007,1.25
"Korea, Rep.",2008,1.192
"Korea, Rep.",2009,1.149
"Korea, Rep.",2010,1.226
Kosovo,2000,2.954
Kosovo,2001,2.799
Kosovo,2002,2.664
Kosovo,2003,2.343
Kosovo,2004,2.533
Kosovo,2005,2.647
Kosovo,2006,2.425
Kosovo,2007,2.431
Kosovo,2008,2.384
Kosovo,2009,2.337
Kosovo,2010,2.289
Kuwait,2000,2.869
Kuwait,2001,2.7960000000000003
Kuwait,2002,2.718
Kuwait,2003,2.66
Kuwait,2004,2.63
Kuwait,2005,2.628
Kuwait,2006,2.645
Kuwait,2007,2.667
Kuwait,2008,2.681
Kuwait,2009,2.6830000000000003
Kuwait,2010,2.673
Kyrgyz Republic,2000,2.4
Kyrgyz Republic,2001,2.4
Kyrgyz Republic,2002,2.5
Kyrgyz Republic,2003,2.5
Kyrgyz Republic,2004,2.6
Kyrgyz Republic,2005,2.5
Kyrgyz Republic,2006,2.7
Kyrgyz Republic,2007,2.8
Kyrgyz Republic,2008,2.8
Kyrgyz Republic,2009,2.9
Kyrgyz Republic,2010,3.06
Lao PDR,2000,4.19
Lao PDR,2001,3.991
Lao PDR,2002,3.829
Lao PDR,2003,3.706
Lao PDR,2004,3.619
Lao PDR,2005,3.562
Lao PDR,2006,3.52
Lao PDR,2007,3.4810000000000003
Lao PDR,2008,3.432
Lao PDR,2009,3.3680000000000003
Lao PDR,2010,3.29
Latin America & Caribbean (all income levels),2000,2.6460000000000004
Latin America & Caribbean (all income levels),2001,2.597
Latin America & Caribbean (all income levels),2002,2.549
Latin America & Caribbean (all income levels),2003,2.5
Latin America & Caribbean (all income levels),2004,2.452
Latin America & Caribbean (all income levels),2005,2.405
Latin America & Caribbean (all income levels),2006,2.361
Latin America & Caribbean (all income levels),2007,2.32
Latin America & Caribbean (all income levels),2008,2.285
Latin America & Caribbean (all income levels),2009,2.254
Latin America & Caribbean (all income levels),2010,2.228
Latvia,2000,1.24
Latvia,2001,1.21
Latvia,2002,1.23
Latvia,2003,1.29
Latvia,2004,1.24
Latvia,2005,1.31
Latvia,2006,1.35
Latvia,2007,1.41
Latvia,2008,1.44
Latvia,2009,1.31
Latvia,2010,1.17
Lebanon,2000,2.226
Lebanon,2001,2.137
Lebanon,2002,2.044
Lebanon,2003,1.948
Lebanon,2004,1.854
Lebanon,2005,1.765
Lebanon,2006,1.686
Lebanon,2007,1.621
Lebanon,2008,1.57
Lebanon,2009,1.535
Lebanon,2010,1.513
Lesotho,2000,4.089
Lesotho,2001,3.975
Lesotho,2002,3.862
Lesotho,2003,3.754
Lesotho,2004,3.654
Lesotho,2005,3.562
Lesotho,2006,3.48
Lesotho,2007,3.405
Lesotho,2008,3.335
Lesotho,2009,3.269
Lesotho,2010,3.207
Liberia,2000,5.88
Liberia,2001,5.803999999999999
Liberia,2002,5.722
Liberia,2003,5.635
Liberia,2004,5.5470000000000015
Liberia,2005,5.456
Liberia,2006,5.3660000000000005
Liberia,2007,5.277
Liberia,2008,5.19
Liberia,2009,5.106
Liberia,2010,5.024
Libya,2000,3.052
Libya,2001,2.984
Libya,2002,2.929
Libya,2003,2.882
Libya,2004,2.8360000000000003
Libya,2005,2.79
Libya,2006,2.741
Libya,2007,2.69
Libya,2008,2.637
Libya,2009,2.582
Libya,2010,2.525
Liechtenstein,2000,1.57
Liechtenstein,2001,1.52
Liechtenstein,2002,1.47
Liechtenstein,2003,1.36
Liechtenstein,2004,1.44
Liechtenstein,2005,1.49
Liechtenstein,2006,1.43
Liechtenstein,2007,1.42
Liechtenstein,2008,1.43
Liechtenstein,2009,1.71
Liechtenstein,2010,1.4
Lithuania,2000,1.39
Lithuania,2001,1.3
Lithuania,2002,1.24
Lithuania,2003,1.26
Lithuania,2004,1.26
Lithuania,2005,1.27
Lithuania,2006,1.31
Lithuania,2007,1.35
Lithuania,2008,1.47
Lithuania,2009,1.55
Lithuania,2010,1.55
Luxembourg,2000,1.76
Luxembourg,2001,1.66
Luxembourg,2002,1.63
Luxembourg,2003,1.62
Luxembourg,2004,1.66
Luxembourg,2005,1.63
Luxembourg,2006,1.65
Luxembourg,2007,1.61
Luxembourg,2008,1.61
Luxembourg,2009,1.59
Luxembourg,2010,1.63
"Macao SAR, China",2000,0.939
"Macao SAR, China",2001,0.8909999999999999
"Macao SAR, China",2002,0.856
"Macao SAR, China",2003,0.838
"Macao SAR, China",2004,0.836
"Macao SAR, China",2005,0.8490000000000001
"Macao SAR, China",2006,0.8740000000000001
"Macao SAR, China",2007,0.906
"Macao SAR, China",2008,0.939
"Macao SAR, China",2009,0.973
"Macao SAR, China",2010,1.003
"Macedonia, FYR",2000,1.6780000000000002
"Macedonia, FYR",2001,1.635
"Macedonia, FYR",2002,1.598
"Macedonia, FYR",2003,1.567
"Macedonia, FYR",2004,1.54
"Macedonia, FYR",2005,1.519
"Macedonia, FYR",2006,1.501
"Macedonia, FYR",2007,1.486
"Macedonia, FYR",2008,1.473
"Macedonia, FYR",2009,1.462
"Macedonia, FYR",2010,1.452
Madagascar,2000,5.547999999999999
Madagascar,2001,5.443
Madagascar,2002,5.3370000000000015
Madagascar,2003,5.233
Madagascar,2004,5.132999999999999
Madagascar,2005,5.039
Madagascar,2006,4.952
Madagascar,2007,4.87
Madagascar,2008,4.794
Madagascar,2009,4.722
Madagascar,2010,4.654
Malawi,2000,6.254
Malawi,2001,6.186
Malawi,2002,6.119
Malawi,2003,6.058
Malawi,2004,6.002000000000002
Malawi,2005,5.95
Malawi,2006,5.899
Malawi,2007,5.843
Malawi,2008,5.7810000000000015
Malawi,2009,5.7120000000000015
Malawi,2010,5.636
Malaysia,2000,2.825
Malaysia,2001,2.6830000000000003
Malaysia,2002,2.544
Malaysia,2003,2.418
Malaysia,2004,2.307
Malaysia,2005,2.216
Malaysia,2006,2.146
Malaysia,2007,2.093
Malaysia,2008,2.052
Malaysia,2009,2.023
Malaysia,2010,2.002
Maldives,2000,3.2710000000000004
Maldives,2001,3.055
Maldives,2002,2.869
Maldives,2003,2.715
Maldives,2004,2.596
Maldives,2005,2.508
Maldives,2006,2.449
Maldives,2007,2.41
Maldives,2008,2.382
Maldives,2009,2.36
Maldives,2010,2.339
Mali,2000,6.836
Mali,2001,6.822
Mali,2002,6.811
Mali,2003,6.803
Mali,2004,6.7970000000000015
Mali,2005,6.796
Mali,2006,6.799
Mali,2007,6.806
Mali,2008,6.817
Mali,2009,6.83
Mali,2010,6.841
Malta,2000,1.7
Malta,2001,1.48
Malta,2002,1.45
Malta,2003,1.48
Malta,2004,1.4
Malta,2005,1.38
Malta,2006,1.39
Malta,2007,1.37
Malta,2008,1.44
Malta,2009,1.43
Malta,2010,1.38
Marshall Islands,2000,
Marshall Islands,2001,
Marshall Islands,2002,
Marshall Islands,2003,
Marshall Islands,2004,
Marshall Islands,2005,4.5
Marshall Islands,2006,4.5
Marshall Islands,2007,4.5
Marshall Islands,2008,
Marshall Islands,2009,
Marshall Islands,2010,
Mauritania,2000,5.381
Mauritania,2001,5.3210000000000015
Mauritania,2002,5.263
Mauritania,2003,5.205
Mauritania,2004,5.15
Mauritania,2005,5.095
Mauritania,2006,5.042
Mauritania,2007,4.99
Mauritania,2008,4.939
Mauritania,2009,4.888
Mauritania,2010,4.837
Mauritius,2000,1.99
Mauritius,2001,1.91
Mauritius,2002,1.94
Mauritius,2003,1.87
Mauritius,2004,1.87
Mauritius,2005,1.82
Mauritius,2006,1.7
Mauritius,2007,1.66
Mauritius,2008,1.58
Mauritius,2009,1.5
Mauritius,2010,1.47
Mexico,2000,2.659
Mexico,2001,2.61
Mexico,2002,2.565
Mexico,2003,2.523
Mexico,2004,2.484
Mexico,2005,2.448
Mexico,2006,2.4130000000000003
Mexico,2007,2.379
Mexico,2008,2.346
Mexico,2009,2.313
Mexico,2010,2.281
"Micronesia, Fed. Sts.",2000,4.3
"Micronesia, Fed. Sts.",2001,4.204
"Micronesia, Fed. Sts.",2002,4.105
"Micronesia, Fed. Sts.",2003,4.007
"Micronesia, Fed. Sts.",2004,3.912
"Micronesia, Fed. Sts.",2005,3.823
"Micronesia, Fed. Sts.",2006,3.739
"Micronesia, Fed. Sts.",2007,3.661
"Micronesia, Fed. Sts.",2008,3.589
"Micronesia, Fed. Sts.",2009,3.522
"Micronesia, Fed. Sts.",2010,3.46
Moldova,2000,1.568
Moldova,2001,1.535
Moldova,2002,1.511
Moldova,2003,1.497
Moldova,2004,1.489
Moldova,2005,1.487
Moldova,2006,1.487
Moldova,2007,1.4880000000000002
Moldova,2008,1.487
Moldova,2009,1.483
Moldova,2010,1.477
Monaco,2000,
Monaco,2001,
Monaco,2002,
Monaco,2003,
Monaco,2004,
Monaco,2005,
Monaco,2006,
Monaco,2007,
Monaco,2008,
Monaco,2009,
Monaco,2010,
Mongolia,2000,2.144
Mongolia,2001,2.102
Mongolia,2002,2.089
Mongolia,2003,2.103
Mongolia,2004,2.141
Mongolia,2005,2.193
Mongolia,2006,2.254
Mongolia,2007,2.315
Mongolia,2008,2.3680000000000003
Mongolia,2009,2.41
Mongolia,2010,2.437
Montenegro,2000,1.815
Montenegro,2001,1.804
Montenegro,2002,1.7919999999999998
Montenegro,2003,1.779
Montenegro,2004,1.767
Montenegro,2005,1.756
Montenegro,2006,1.745
Montenegro,2007,1.734
Montenegro,2008,1.722
Montenegro,2009,1.71
Montenegro,2010,1.6980000000000002
Morocco,2000,2.698
Morocco,2001,2.611
Morocco,2002,2.535
Morocco,2003,2.47
Morocco,2004,2.418
Morocco,2005,2.385
Morocco,2006,2.377
Morocco,2007,2.398
Morocco,2008,2.443
Morocco,2009,2.509
Morocco,2010,2.583
Mozambique,2000,5.782
Mozambique,2001,5.76
Mozambique,2002,5.7410000000000005
Mozambique,2003,5.721
Mozambique,2004,5.697
Mozambique,2005,5.669
Mozambique,2006,5.6320000000000014
Mozambique,2007,5.587999999999999
Mozambique,2008,5.5360000000000005
Mozambique,2009,5.476
Mozambique,2010,5.409
Myanmar,2000,2.428
Myanmar,2001,2.353
Myanmar,2002,2.286
Myanmar,2003,2.227
Myanmar,2004,2.178
Myanmar,2005,2.137
Myanmar,2006,2.103
Myanmar,2007,2.075
Myanmar,2008,2.049
Myanmar,2009,2.026
Myanmar,2010,2.003
Namibia,2000,4.033
Namibia,2001,3.938
Namibia,2002,3.847
Namibia,2003,3.759
Namibia,2004,3.674
Namibia,2005,3.591
Namibia,2006,3.512
Namibia,2007,3.4360000000000004
Namibia,2008,3.364
Namibia,2009,3.295
Namibia,2010,3.229
Nepal,2000,4.0680000000000005
Nepal,2001,3.924
Nepal,2002,3.778
Nepal,2003,3.632
Nepal,2004,3.486
Nepal,2005,3.34
Nepal,2006,3.194
Nepal,2007,3.0460000000000003
Nepal,2008,2.899
Nepal,2009,2.755
Nepal,2010,2.619
Netherlands,2000,1.72
Netherlands,2001,1.71
Netherlands,2002,1.73
Netherlands,2003,1.75
Netherlands,2004,1.72
Netherlands,2005,1.71
Netherlands,2006,1.72
Netherlands,2007,1.72
Netherlands,2008,1.77
Netherlands,2009,1.79
Netherlands,2010,1.79
New Caledonia,2000,2.63
New Caledonia,2001,2.47
New Caledonia,2002,2.37
New Caledonia,2003,2.3
New Caledonia,2004,2.18
New Caledonia,2005,2.2
New Caledonia,2006,2.29
New Caledonia,2007,2.2
New Caledonia,2008,2.166
New Caledonia,2009,2.2
New Caledonia,2010,2.193
New Zealand,2000,2.0
New Zealand,2001,1.97
New Zealand,2002,1.89
New Zealand,2003,1.91
New Zealand,2004,2.0
New Zealand,2005,1.96
New Zealand,2006,2.0
New Zealand,2007,2.11
New Zealand,2008,2.19
New Zealand,2009,2.14
New Zealand,2010,2.16
Nicaragua,2000,3.2510000000000003
Nicaragua,2001,3.139
Nicaragua,2002,3.0460000000000003
Nicaragua,2003,2.967
Nicaragua,2004,2.903
Nicaragua,2005,2.8480000000000003
Nicaragua,2006,2.802
Nicaragua,2007,2.759
Nicaragua,2008,2.717
Nicaragua,2009,2.675
Nicaragua,2010,2.631
Niger,2000,7.725
Niger,2001,7.704
Niger,2002,7.681
Niger,2003,7.657999999999999
Niger,2004,7.636
Niger,2005,7.617000000000001
Niger,2006,7.602
Niger,2007,7.593
Niger,2008,7.587999999999999
Niger,2009,7.585
Niger,2010,7.584
Nigeria,2000,6.099
Nigeria,2001,6.077000000000001
Nigeria,2002,6.058
Nigeria,2003,6.0420000000000025
Nigeria,2004,6.029
Nigeria,2005,6.02
Nigeria,2006,6.015
Nigeria,2007,6.015
Nigeria,2008,6.017
Nigeria,2009,6.021
Nigeria,2010,6.022
Northern Mariana Islands,2000,
Northern Mariana Islands,2001,
Northern Mariana Islands,2002,
Northern Mariana Islands,2003,
Northern Mariana Islands,2004,
Northern Mariana Islands,2005,
Northern Mariana Islands,2006,
Northern Mariana Islands,2007,
Northern Mariana Islands,2008,
Northern Mariana Islands,2009,
Northern Mariana Islands,2010,
Norway,2000,1.85
Norway,2001,1.78
Norway,2002,1.75
Norway,2003,1.8
Norway,2004,1.83
Norway,2005,1.84
Norway,2006,1.9
Norway,2007,1.9
Norway,2008,1.96
Norway,2009,1.98
Norway,2010,1.95
OECD members,2000,1.805
OECD members,2001,1.777
OECD members,2002,1.76
OECD members,2003,1.767
OECD members,2004,1.7719999999999998
OECD members,2005,1.766
OECD members,2006,1.796
OECD members,2007,1.817
OECD members,2008,1.824
OECD members,2009,1.79
OECD members,2010,1.78
Oman,2000,3.72
Oman,2001,3.488
Oman,2002,3.297
Oman,2003,3.144
Oman,2004,3.029
Oman,2005,2.951
Oman,2006,2.906
Oman,2007,2.887
Oman,2008,2.886
Oman,2009,2.894
Oman,2010,2.901
Other small states,2000,4.2360000000000015
Other small states,2001,4.158
Other small states,2002,4.097
Other small states,2003,4.033
Other small states,2004,3.968
Other small states,2005,3.902
Other small states,2006,3.834
Other small states,2007,3.777
Other small states,2008,3.733
Other small states,2009,3.691
Other small states,2010,3.646
Pacific island small states,2000,3.842
Pacific island small states,2001,3.791
Pacific island small states,2002,3.741
Pacific island small states,2003,3.693
Pacific island small states,2004,3.646
Pacific island small states,2005,3.6010000000000004
Pacific island small states,2006,3.557
Pacific island small states,2007,3.514
Pacific island small states,2008,3.472
Pacific island small states,2009,3.43
Pacific island small states,2010,3.389
Pakistan,2000,4.474
Pakistan,2001,4.29
Pakistan,2002,4.125
Pakistan,2003,3.986
Pakistan,2004,3.873
Pakistan,2005,3.785
Pakistan,2006,3.713
Pakistan,2007,3.648
Pakistan,2008,3.5810000000000004
Pakistan,2009,3.509
Pakistan,2010,3.43
Palau,2000,1.535
Palau,2001,
Palau,2002,
Palau,2003,
Palau,2004,
Palau,2005,
Palau,2006,
Palau,2007,
Palau,2008,
Palau,2009,
Palau,2010,
Panama,2000,2.821
Panama,2001,2.799
Panama,2002,2.775
Panama,2003,2.75
Panama,2004,2.724
Panama,2005,2.696
Panama,2006,2.667
Panama,2007,2.637
Panama,2008,2.608
Panama,2009,2.5780000000000003
Panama,2010,2.549
Papua New Guinea,2000,4.507
Papua New Guinea,2001,4.4510000000000005
Papua New Guinea,2002,4.392
Papua New Guinea,2003,4.335
Papua New Guinea,2004,4.279
Papua New Guinea,2005,4.226
Papua New Guinea,2006,4.174
Papua New Guinea,2007,4.122
Papua New Guinea,2008,4.067
Papua New Guinea,2009,4.011
Papua New Guinea,2010,3.954
Paraguay,2000,3.677
Paraguay,2001,3.595
Paraguay,2002,3.512
Paraguay,2003,3.429
Paraguay,2004,3.346
Paraguay,2005,3.266
Paraguay,2006,3.1910000000000003
Paraguay,2007,3.123
Paraguay,2008,3.063
Paraguay,2009,3.012
Paraguay,2010,2.968
Peru,2000,2.929
Peru,2001,2.872
Peru,2002,2.82
Peru,2003,2.773
Peru,2004,2.73
Peru,2005,2.689
Peru,2006,2.65
Peru,2007,2.614
Peru,2008,2.579
Peru,2009,2.545
Peru,2010,2.511
Philippines,2000,3.813
Philippines,2001,3.766
Philippines,2002,3.709
Philippines,2003,3.642
Philippines,2004,3.5660000000000003
Philippines,2005,3.485
Philippines,2006,3.403
Philippines,2007,3.326
Philippines,2008,3.257
Philippines,2009,3.199
Philippines,2010,3.151
Poland,2000,1.35
Poland,2001,1.31
Poland,2002,1.25
Poland,2003,1.22
Poland,2004,1.23
Poland,2005,1.24
Poland,2006,1.27
Poland,2007,1.31
Poland,2008,1.39
Poland,2009,1.4
Poland,2010,1.38
Portugal,2000,1.55
Portugal,2001,1.45
Portugal,2002,1.47
Portugal,2003,1.44
Portugal,2004,1.4
Portugal,2005,1.4
Portugal,2006,1.36
Portugal,2007,1.33
Portugal,2008,1.37
Portugal,2009,1.32
Portugal,2010,1.36
Puerto Rico,2000,2.049
Puerto Rico,2001,1.935
Puerto Rico,2002,1.832
Puerto Rico,2003,1.7619999999999998
Puerto Rico,2004,1.7819999999999998
Puerto Rico,2005,1.77
Puerto Rico,2006,1.712
Puerto Rico,2007,1.651
Puerto Rico,2008,1.652
Puerto Rico,2009,1.653
Puerto Rico,2010,1.664
Qatar,2000,3.241
Qatar,2001,3.127
Qatar,2002,2.9960000000000004
Qatar,2003,2.853
Qatar,2004,2.7030000000000003
Qatar,2005,2.555
Qatar,2006,2.418
Qatar,2007,2.299
Qatar,2008,2.2030000000000003
Qatar,2009,2.133
Qatar,2010,2.085
Romania,2000,1.31
Romania,2001,1.27
Romania,2002,1.25
Romania,2003,1.27
Romania,2004,1.29
Romania,2005,1.32
Romania,2006,1.32
Romania,2007,1.3
Romania,2008,1.35
Romania,2009,1.38
Romania,2010,1.33
Russian Federation,2000,1.21
Russian Federation,2001,1.25
Russian Federation,2002,1.3
Russian Federation,2003,1.31
Russian Federation,2004,1.33
Russian Federation,2005,1.29
Russian Federation,2006,1.3
Russian Federation,2007,1.41
Russian Federation,2008,1.49
Russian Federation,2009,1.54
Russian Federation,2010,1.54
Rwanda,2000,5.897
Rwanda,2001,5.7860000000000005
Rwanda,2002,5.674
Rwanda,2003,5.566
Rwanda,2004,5.462999999999999
Rwanda,2005,5.365
Rwanda,2006,5.267
Rwanda,2007,5.167000000000002
Rwanda,2008,5.062
Rwanda,2009,4.954
Rwanda,2010,4.841
Samoa,2000,4.503
Samoa,2001,4.476
Samoa,2002,4.46
Samoa,2003,4.454
Samoa,2004,4.456
Samoa,2005,4.46
Samoa,2006,4.46
Samoa,2007,4.45
Samoa,2008,4.426
Samoa,2009,4.388999999999999
Samoa,2010,4.338
San Marino,2000,
San Marino,2001,
San Marino,2002,
San Marino,2003,
San Marino,2004,
San Marino,2005,
San Marino,2006,
San Marino,2007,
San Marino,2008,
San Marino,2009,
San Marino,2010,
Sao Tome and Principe,2000,4.687
Sao Tome and Principe,2001,4.654
Sao Tome and Principe,2002,4.625
Sao Tome and Principe,2003,4.598
Sao Tome and Principe,2004,4.572
Sao Tome and Principe,2005,4.542
Sao Tome and Principe,2006,4.506
Sao Tome and Principe,2007,4.462
Sao Tome and Principe,2008,4.4110000000000005
Sao Tome and Principe,2009,4.352
Sao Tome and Principe,2010,4.287
Saudi Arabia,2000,3.99
Saudi Arabia,2001,3.804
Saudi Arabia,2002,3.634
Saudi Arabia,2003,3.482
Saudi Arabia,2004,3.349
Saudi Arabia,2005,3.234
Saudi Arabia,2006,3.136
Saudi Arabia,2007,3.05
Saudi Arabia,2008,2.971
Saudi Arabia,2009,2.898
Saudi Arabia,2010,2.829
Senegal,2000,5.561
Senegal,2001,5.484
Senegal,2002,5.412999999999999
Senegal,2003,5.346
Senegal,2004,5.285
Senegal,2005,5.229
Senegal,2006,5.181
Senegal,2007,5.14
Senegal,2008,5.107
Senegal,2009,5.078
Senegal,2010,5.05
Serbia,2000,1.48
Serbia,2001,1.58
Serbia,2002,1.57
Serbia,2003,1.59
Serbia,2004,1.57
Serbia,2005,1.45
Serbia,2006,1.43
Serbia,2007,1.38
Serbia,2008,1.4
Serbia,2009,1.44
Serbia,2010,1.4
Seychelles,2000,2.08
Seychelles,2001,1.98
Seychelles,2002,2.04
Seychelles,2003,2.1
Seychelles,2004,2.0
Seychelles,2005,2.2
Seychelles,2006,2.1
Seychelles,2007,2.24
Seychelles,2008,2.3
Seychelles,2009,2.4
Seychelles,2010,2.1
Sierra Leone,2000,5.92
Sierra Leone,2001,5.845
Sierra Leone,2002,5.759
Sierra Leone,2003,5.664
Sierra Leone,2004,5.56
Sierra Leone,2005,5.4510000000000005
Sierra Leone,2006,5.34
Sierra Leone,2007,5.232
Sierra Leone,2008,5.127999999999999
Sierra Leone,2009,5.032
Sierra Leone,2010,4.9430000000000005
Singapore,2000,
Singapore,2001,1.41
Singapore,2002,1.37
Singapore,2003,1.27
Singapore,2004,1.26
Singapore,2005,1.26
Singapore,2006,1.28
Singapore,2007,1.29
Singapore,2008,1.28
Singapore,2009,1.22
Singapore,2010,1.15
Sint Maarten (Dutch part),2000,
Sint Maarten (Dutch part),2001,
Sint Maarten (Dutch part),2002,
Sint Maarten (Dutch part),2003,
Sint Maarten (Dutch part),2004,
Sint Maarten (Dutch part),2005,
Sint Maarten (Dutch part),2006,
Sint Maarten (Dutch part),2007,1.5
Sint Maarten (Dutch part),2008,1.7
Sint Maarten (Dutch part),2009,1.7
Sint Maarten (Dutch part),2010,
Slovak Republic,2000,1.3
Slovak Republic,2001,1.2
Slovak Republic,2002,1.19
Slovak Republic,2003,1.2
Slovak Republic,2004,1.24
Slovak Republic,2005,1.25
Slovak Republic,2006,1.24
Slovak Republic,2007,1.25
Slovak Republic,2008,1.32
Slovak Republic,2009,1.41
Slovak Republic,2010,1.4
Slovenia,2000,1.26
Slovenia,2001,1.21
Slovenia,2002,1.21
Slovenia,2003,1.2
Slovenia,2004,1.25
Slovenia,2005,1.26
Slovenia,2006,1.31
Slovenia,2007,1.38
Slovenia,2008,1.53
Slovenia,2009,1.53
Slovenia,2010,1.57
Solomon Islands,2000,4.72
Solomon Islands,2001,4.665
Solomon Islands,2002,4.618
Solomon Islands,2003,4.578
Solomon Islands,2004,4.54
Solomon Islands,2005,4.502
Solomon Islands,2006,4.459
Solomon Islands,2007,4.412
Solomon Islands,2008,4.359
Solomon Islands,2009,4.3
Solomon Islands,2010,4.2360000000000015
Somalia,2000,7.61
Somalia,2001,7.556
Somalia,2002,7.495
Somalia,2003,7.4289999999999985
Somalia,2004,7.3610000000000015
Somalia,2005,7.292000000000002
Somalia,2006,7.2189999999999985
Somalia,2007,7.14
Somalia,2008,7.056
Somalia,2009,6.965
Somalia,2010,6.869
South Africa,2000,2.866
South Africa,2001,2.834
South Africa,2002,2.801
South Africa,2003,2.763
South Africa,2004,2.721
South Africa,2005,2.675
South Africa,2006,2.627
South Africa,2007,2.58
South Africa,2008,2.5380000000000003
South Africa,2009,2.5
South Africa,2010,2.467
South Sudan,2000,6.132999999999999
South Sudan,2001,6.05
South Sudan,2002,5.9620000000000015
South Sudan,2003,5.871
South Sudan,2004,5.777
South Sudan,2005,5.68
South Sudan,2006,5.5820000000000025
South Sudan,2007,5.483
South Sudan,2008,5.385
South Sudan,2009,5.287999999999999
South Sudan,2010,5.194
Spain,2000,1.23
Spain,2001,1.24
Spain,2002,1.26
Spain,2003,1.31
Spain,2004,1.32
Spain,2005,1.34
Spain,2006,1.37
Spain,2007,1.39
Spain,2008,1.46
Spain,2009,1.39
Spain,2010,1.38
Sri Lanka,2000,2.237
Sri Lanka,2001,2.2430000000000003
Sri Lanka,2002,2.252
Sri Lanka,2003,2.263
Sri Lanka,2004,2.274
Sri Lanka,2005,2.286
Sri Lanka,2006,2.298
Sri Lanka,2007,2.311
Sri Lanka,2008,2.323
Sri Lanka,2009,2.335
Sri Lanka,2010,2.343
St. Kitts and Nevis,2000,
St. Kitts and Nevis,2001,
St. Kitts and Nevis,2002,2.107
St. Kitts and Nevis,2003,
St. Kitts and Nevis,2004,
St. Kitts and Nevis,2005,
St. Kitts and Nevis,2006,
St. Kitts and Nevis,2007,
St. Kitts and Nevis,2008,
St. Kitts and Nevis,2009,
St. Kitts and Nevis,2010,
St. Lucia,2000,2.313
St. Lucia,2001,2.224
St. Lucia,2002,2.152
St. Lucia,2003,2.0980000000000003
St. Lucia,2004,2.062
St. Lucia,2005,2.04
St. Lucia,2006,2.029
St. Lucia,2007,2.022
St. Lucia,2008,2.013
St. Lucia,2009,2.0
St. Lucia,2010,1.982
St. Martin (French part),2000,1.8
St. Martin (French part),2001,1.8
St. Martin (French part),2002,1.8
St. Martin (French part),2003,1.8
St. Martin (French part),2004,1.8
St. Martin (French part),2005,1.8
St. Martin (French part),2006,1.8
St. Martin (French part),2007,1.8
St. Martin (French part),2008,1.8
St. Martin (French part),2009,1.8
St. Martin (French part),2010,1.8
St. Vincent and the Grenadines,2000,2.379
St. Vincent and the Grenadines,2001,2.321
St. Vincent and the Grenadines,2002,2.271
St. Vincent and the Grenadines,2003,2.229
St. Vincent and the Grenadines,2004,2.196
St. Vincent and the Grenadines,2005,2.17
St. Vincent and the Grenadines,2006,2.149
St. Vincent and the Grenadines,2007,2.131
St. Vincent and the Grenadines,2008,2.112
St. Vincent and the Grenadines,2009,2.092
St. Vincent and the Grenadines,2010,2.07
Sub-Saharan Africa (IFC classification),2000,
Sub-Saharan Africa (IFC classification),2001,
Sub-Saharan Africa (IFC classification),2002,
Sub-Saharan Africa (IFC classification),2003,
Sub-Saharan Africa (IFC classification),2004,
Sub-Saharan Africa (IFC classification),2005,
Sub-Saharan Africa (IFC classification),2006,
Sub-Saharan Africa (IFC classification),2007,
Sub-Saharan Africa (IFC classification),2008,
Sub-Saharan Africa (IFC classification),2009,
